plot_id,case_id,question,expected_type,expected_answer,condition,round_id,llm_name,llm_answer,llm_answer_is_correct,response_id,response_status,latency_ms,error
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_spec_only,1,gpt-4.1,16,false,resp_08234f9d7b1c3c7b0169c6615d71d48197a850f76bb916d128,completed,2039.5,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_spec_only,2,gpt-4.1,18,false,resp_0a9ab77b80f460760169c6615e3840819fbcc3ab5dfd9d2e0b,completed,6450.92,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_spec_only,3,gpt-4.1,14,false,resp_0abd61199b0768fb0169c6615ecf1c81959b650047d7121b31,completed,1535.96,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_spec_only,4,gpt-4.1,15,false,resp_01df6d05190131950169c6615f1e548197b2191043ec78b002,completed,8764.66,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_spec_only,5,gpt-4.1,17,false,resp_041d6881847424c20169c6615f1ce08196a99748a2c63d2fd2,completed,8236.87,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_spec_only,6,gpt-4.1,19,false,resp_0c4db49f152312140169c6616052188192b578a6610e6351d6,completed,4605.57,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_spec_only,7,gpt-4.1,19,false,resp_03a1da5ded5765970169c6616436e4819c9e365179b585fada,completed,1535.77,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_spec_only,8,gpt-4.1,17,false,resp_0fce50a40079c7f00169c66164eaec819cb6f829fcf39da58f,completed,1432.82,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_spec_only,9,gpt-4.1,18,false,resp_0132302da8c7633b0169c66165c4008193a003f36df8baf676,completed,1463.33,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_spec_only,10,gpt-4.1,18,false,resp_03b83ef77af79f050169c6616659a4819c930855d520d31607,completed,818.3,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,processed_spec_only,1,gpt-4.1,11,true,resp_04aaf4d0965517b90169c66167210c81929d09885200377072,completed,706.04,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,processed_spec_only,2,gpt-4.1,11,true,resp_0ad5dccfa87d23970169c66167340881959afebf0853caafce,completed,739.95,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,processed_spec_only,3,gpt-4.1,11,true,resp_03a4bc00885bba920169c66167b03481979a1c18f0d01dee1f,completed,1260.0,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,processed_spec_only,4,gpt-4.1,11,true,resp_0893837a1c6ad6090169c66167cf908192b85e89074c8ebe40,completed,1059.71,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,processed_spec_only,5,gpt-4.1,11,true,resp_033487e366feed310169c66167d5c0819d88e6e6bb5fd31a9e,completed,625.22,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,processed_spec_only,6,gpt-4.1,11,true,resp_03b88b9f78cced5c0169c66167e798819e898ac4cca096362a,completed,560.03,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,processed_spec_only,7,gpt-4.1,11,true,resp_0ef1b7eba4bb6c4f0169c66168759481a3b1f42b0e38505365,completed,693.16,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,processed_spec_only,8,gpt-4.1,11,true,resp_07863366767dfa740169c661687730819297b9b43d3567a342,completed,634.54,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,processed_spec_only,9,gpt-4.1,11,true,resp_0bd54e954e57eda10169c661688d0c8197a854e0c85ef0d1da,completed,747.27,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,processed_spec_only,10,gpt-4.1,11,true,resp_0ac0e730368d36410169c66168e28c8193856374352f62d1b3,completed,592.73,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_plus_plot_spec,1,gpt-4.1,7,false,resp_0780ee6edbdad2780169c661692b048197942972b4102774c8,completed,1633.01,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_plus_plot_spec,2,gpt-4.1,7,false,resp_0e18ca80dacf1af30169c6616930f4819cb7e3d779265a3f4a,completed,2173.85,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_plus_plot_spec,3,gpt-4.1,7,false,resp_09407df86e2fa71f0169c661695aec819cadc508d738d66e2f,completed,1561.79,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_plus_plot_spec,4,gpt-4.1,7,false,resp_0a29c2593bdabcf50169c66169860081a2a442d45ca92e7381,completed,1438.17,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_plus_plot_spec,5,gpt-4.1,7,false,resp_0c735786a03600200169c6616acb5881a39e4e750a0d48115a,completed,1050.96,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_plus_plot_spec,6,gpt-4.1,8,false,resp_0931024e543536530169c6616ae3f881a1b08f33ef974e0837,completed,785.79,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_plus_plot_spec,7,gpt-4.1,7,false,resp_0275765a012274c40169c6616af31481a1b4e94d4561d066cb,completed,894.83,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_plus_plot_spec,8,gpt-4.1,7,false,resp_02cf9d70eb35803b0169c6616b5edc819e97af6f0a2e5d8508,completed,816.97,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_plus_plot_spec,9,gpt-4.1,7,false,resp_0bcc4bebc3f4349b0169c6616bb07c819c812c788d19315edd,completed,929.71,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_plus_plot_spec,10,gpt-4.1,7,false,resp_079b768f35ca12230169c6616bd9a88196a486e41abbcaf453,completed,843.07,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_plus_processed_spec,1,gpt-4.1,11,true,resp_026c93e2562b59850169c6616bd1fc819e87374517aefb9133,completed,807.63,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_plus_processed_spec,2,gpt-4.1,11,true,resp_06d221181b0428f00169c6616c2bd881a2ae53a50621103b5e,completed,817.3,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_plus_processed_spec,3,gpt-4.1,11,true,resp_0e25353cfecf784d0169c6616c995081a2a9f59c323e3f1436,completed,622.47,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_plus_processed_spec,4,gpt-4.1,11,true,resp_0ad4f63ea4d2f5a40169c6616c9e78819198a3a513e2ea97b4,completed,745.48,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_plus_processed_spec,5,gpt-4.1,11,true,resp_043d86a941a5f8b30169c6616cac748196b6d3162889d39f3d,completed,783.73,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_plus_processed_spec,6,gpt-4.1,11,true,resp_0cc1cbd268a205050169c6616d02908193b2b593f29dd08503,completed,722.75,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_plus_processed_spec,7,gpt-4.1,11,true,resp_006396aec2a88d740169c6616d3d988196a8d473b04fe5c234,completed,701.35,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_plus_processed_spec,8,gpt-4.1,11,true,resp_0d997d1f73f03e0f0169c6616d5e8c8192aa8b6774c24d2acf,completed,763.76,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_plus_processed_spec,9,gpt-4.1,11,true,resp_053203174f1be5890169c6616d73d48191a02c137a47428b32,completed,653.84,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_plus_processed_spec,10,gpt-4.1,11,true,resp_041f4b947cf54aec0169c6616db354819cb5fee5eea485a6ec,completed,813.82,
1,2,Which object achieves the highest speed?,enum,C12,plot_only,1,gpt-4.1,B05,false,resp_0535cf3428da44120169c6616deacc81a39da9bf8a87289711,completed,802.6,
1,2,Which object achieves the highest speed?,enum,C12,plot_only,2,gpt-4.1,B05,false,resp_0aca99e4c762d1f20169c6616e18cc8190974ddff22681a9a9,completed,772.09,
1,2,Which object achieves the highest speed?,enum,C12,plot_only,3,gpt-4.1,B05,false,resp_088242c6aac7442b0169c6616e2768819797799c3f14f70cb3,completed,762.23,
1,2,Which object achieves the highest speed?,enum,C12,plot_only,4,gpt-4.1,B05,false,resp_01a9fb4429ea50a70169c6616e88ac8192bb54b860458965ed,completed,903.98,
1,2,Which object achieves the highest speed?,enum,C12,plot_only,5,gpt-4.1,B05,false,resp_0bce42a5002370830169c6616ebaf0819e94566478733f2984,completed,627.38,
1,2,Which object achieves the highest speed?,enum,C12,plot_only,6,gpt-4.1,B05,false,resp_071ab7a1a1f363680169c6616ede0c8191907386f23745c9a2,completed,776.35,
1,2,Which object achieves the highest speed?,enum,C12,plot_only,7,gpt-4.1,B05,false,resp_0c77ca17f173e5630169c6616eea5481978b10f7115f50285d,completed,715.15,
1,2,Which object achieves the highest speed?,enum,C12,plot_only,8,gpt-4.1,B05,false,resp_04946bdae0bc31320169c6616f600c8194825572a609c97076,completed,916.86,
1,2,Which object achieves the highest speed?,enum,C12,plot_only,9,gpt-4.1,B05,false,resp_0e067eac74f693420169c6616f72a4819399e94a530194a23a,completed,838.04,
1,2,Which object achieves the highest speed?,enum,C12,plot_only,10,gpt-4.1,B05,false,resp_0c09b0d8cc9377910169c6616f9db48190a984c432a04a0960,completed,657.69,
1,2,Which object achieves the highest speed?,enum,C12,plot_spec_only,1,gpt-4.1,R09,false,resp_06e3c74cf528079e0169c6616fae648194b7a358e61d4b8088,completed,1756.87,
1,2,Which object achieves the highest speed?,enum,C12,plot_spec_only,2,gpt-4.1,R09,false,resp_038246cd17eee3c00169c6617053a8819181bcc30cb3627179,completed,1126.31,
1,2,Which object achieves the highest speed?,enum,C12,plot_spec_only,3,gpt-4.1,R09,false,resp_0b77a5fe4d7cea210169c6617054008196abcd92e07489de59,completed,2763.8,
1,2,Which object achieves the highest speed?,enum,C12,plot_spec_only,4,gpt-4.1,R09,false,resp_070af61b00758bfa0169c6617062f0819cb0c3a270c8766e0f,completed,1733.19,
1,2,Which object achieves the highest speed?,enum,C12,plot_spec_only,5,gpt-4.1,R09,false,resp_01f005e575f7aeed0169c6617168a8819185e276cbe17c5e81,completed,920.19,
1,2,Which object achieves the highest speed?,enum,C12,plot_spec_only,6,gpt-4.1,R09,false,resp_027701581dbb83f60169c661716e6881959a282074e305ab2b,completed,1007.72,
1,2,Which object achieves the highest speed?,enum,C12,plot_spec_only,7,gpt-4.1,R09,false,resp_0f86ef800ba8756f0169c661720728819180c183fbc7cbd951,completed,1843.6,
1,2,Which object achieves the highest speed?,enum,C12,plot_spec_only,8,gpt-4.1,R09,false,resp_048892571e6502a10169c66172609c819689762be332b26c2a,completed,1536.8,
1,2,Which object achieves the highest speed?,enum,C12,plot_spec_only,9,gpt-4.1,R09,false,resp_087db004133668950169c661726d6c81a18187cf4ac755379f,completed,1448.05,
1,2,Which object achieves the highest speed?,enum,C12,plot_spec_only,10,gpt-4.1,R09,false,resp_0a49569d9784c3440169c661730e60819ca33eef4c191ba978,completed,939.52,
1,2,Which object achieves the highest speed?,enum,C12,processed_spec_only,1,gpt-4.1,B05,false,resp_019835554a1cd17c0169c66173d8188191a9f77d78000db034,completed,833.76,
1,2,Which object achieves the highest speed?,enum,C12,processed_spec_only,2,gpt-4.1,B05,false,resp_0ab31ab78e7b46560169c66173dc4881968146ceeacd800fd3,completed,871.84,
1,2,Which object achieves the highest speed?,enum,C12,processed_spec_only,3,gpt-4.1,B05,false,resp_056077082a1976ae0169c66173d22481a3996dc3d7915a5698,completed,764.97,
1,2,Which object achieves the highest speed?,enum,C12,processed_spec_only,4,gpt-4.1,C12,true,resp_066ddab7ecf254610169c66173f8088190b986685f65618056,completed,693.36,
1,2,Which object achieves the highest speed?,enum,C12,processed_spec_only,5,gpt-4.1,B05,false,resp_003ff2cc819177fa0169c661749d5881a285ab556004735d84,completed,768.76,
1,2,Which object achieves the highest speed?,enum,C12,processed_spec_only,6,gpt-4.1,R09,false,resp_07b6845744eef6c20169c66174aa8481908da6e9d5b4b2b833,completed,721.17,
1,2,Which object achieves the highest speed?,enum,C12,processed_spec_only,7,gpt-4.1,B05,false,resp_02fdc7ac004488090169c661760a54819e86328ca8e7b0c6f1,completed,6128.72,
1,2,Which object achieves the highest speed?,enum,C12,processed_spec_only,8,gpt-4.1,B05,false,resp_01c59dcf1bd6e7aa0169c66174b9b0819091c0d163b8ed6996,completed,773.67,
1,2,Which object achieves the highest speed?,enum,C12,processed_spec_only,9,gpt-4.1,B05,false,resp_074d3cd6550de6750169c661755fc8819d961e4730bb2bf3c7,completed,1024.16,
1,2,Which object achieves the highest speed?,enum,C12,processed_spec_only,10,gpt-4.1,B05,false,resp_033eb0ec6cb326c60169c661755b1c819c82c1ee314a6e9e3b,completed,1023.4,
1,2,Which object achieves the highest speed?,enum,C12,plot_plus_plot_spec,1,gpt-4.1,R09,false,resp_06b464650672d5d20169c661758774819d8e7d6457cf1982f8,completed,3164.34,
1,2,Which object achieves the highest speed?,enum,C12,plot_plus_plot_spec,2,gpt-4.1,R09,false,resp_0ec0d519ac1384b60169c66176706081a29724b129ad47aa84,completed,3275.6,
1,2,Which object achieves the highest speed?,enum,C12,plot_plus_plot_spec,3,gpt-4.1,R09,false,resp_0b35aba09bf0953e0169c661766d9c81928eab3681bf729637,completed,2761.27,
1,2,Which object achieves the highest speed?,enum,C12,plot_plus_plot_spec,4,gpt-4.1,R09,false,resp_0b7c5a0e7d780dd10169c66178b05c8197a08f869a58fb3769,completed,1523.58,
1,2,Which object achieves the highest speed?,enum,C12,plot_plus_plot_spec,5,gpt-4.1,R09,false,resp_02ac8c7caf72af400169c6617935a4819c8256b9f4dd73930f,completed,6459.8,
1,2,Which object achieves the highest speed?,enum,C12,plot_plus_plot_spec,6,gpt-4.1,R09,false,resp_0759999272b78ffe0169c66179bb248196a48bd8e97b47b065,completed,5943.98,
1,2,Which object achieves the highest speed?,enum,C12,plot_plus_plot_spec,7,gpt-4.1,R09,false,resp_094eec2a75a1fcfd0169c6617a3bc48196ac2bab41c212ab5b,completed,5442.93,
1,2,Which object achieves the highest speed?,enum,C12,plot_plus_plot_spec,8,gpt-4.1,R09,false,resp_0dd5361f9ebc93c20169c6617adaac8190bfe0024ff901c61a,completed,4820.36,
1,2,Which object achieves the highest speed?,enum,C12,plot_plus_plot_spec,9,gpt-4.1,R09,false,resp_002f4c78d71789cc0169c6617fa89481a1a28bd322a0fe0d4f,completed,1325.83,
1,2,Which object achieves the highest speed?,enum,C12,plot_plus_plot_spec,10,gpt-4.1,R09,false,resp_00802eecb47a7a1c0169c66180757081929420585a2dcc2545,completed,6614.28,
1,2,Which object achieves the highest speed?,enum,C12,plot_plus_processed_spec,1,gpt-4.1,B05,false,resp_08af7b0408302ef70169c6617fa6ec8196b762bb9816dbece3,completed,1016.56,
1,2,Which object achieves the highest speed?,enum,C12,plot_plus_processed_spec,2,gpt-4.1,B05,false,resp_0fe5884120ea8e250169c6617fa8048197b762e5d10954dc59,completed,1322.74,
1,2,Which object achieves the highest speed?,enum,C12,plot_plus_processed_spec,3,gpt-4.1,B05,false,resp_0011f161f25baefb0169c66180b03c81958d417461689adbb9,completed,1197.94,
1,2,Which object achieves the highest speed?,enum,C12,plot_plus_processed_spec,4,gpt-4.1,B05,false,resp_0eeaf4f5e9abe5430169c66180fc408196bf7d4fa2f188e803,completed,1454.06,
1,2,Which object achieves the highest speed?,enum,C12,plot_plus_processed_spec,5,gpt-4.1,B05,false,resp_0f7814d2a8314ad70169c66180f8c88191acb72e9796096d8b,completed,1232.68,
1,2,Which object achieves the highest speed?,enum,C12,plot_plus_processed_spec,6,gpt-4.1,B05,false,resp_06801cc5e10100610169c66181dc2c81a3baac84fe1c6dc5f4,completed,2076.2,
1,2,Which object achieves the highest speed?,enum,C12,plot_plus_processed_spec,7,gpt-4.1,B05,false,resp_060846bc469115760169c6618232f081a09e868035f89716d3,completed,1736.11,
1,2,Which object achieves the highest speed?,enum,C12,plot_plus_processed_spec,8,gpt-4.1,B05,false,resp_0b9e1d3f0d2641020169c661826744819288e9c233bfdfda71,completed,1514.36,
1,2,Which object achieves the highest speed?,enum,C12,plot_plus_processed_spec,9,gpt-4.1,B05,false,resp_0fea181a0bf6e7070169c66183f3308197bfcb39fae3f130f5,completed,1024.57,
1,2,Which object achieves the highest speed?,enum,C12,plot_plus_processed_spec,10,gpt-4.1,B05,false,resp_082a7f5bada25c150169c66183f1808194a7cc3131e2db1cc9,completed,1024.54,
