plot_id,case_id,question,expected_type,expected_answer,condition,round_id,llm_name,temperature,effective_temperature,max_output_tokens,effective_max_output_tokens,reasoning_effort,effective_reasoning_effort,usage_input_tokens,usage_input_cached_tokens,usage_output_tokens,usage_reasoning_tokens,usage_total_tokens,crop_tool_available,crop_tool_call_count,llm_answer,llm_answer_is_correct,response_id,response_status,latency_ms,error
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_only,4,gpt-4.1,0.2,0.2,128,128,low,default,696,0,12,0,708,true,0,7,false,resp_0fe7d0668bc7e7740169c6be4292d8819ea8a40f38888adce2,completed,1177.23,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_only,4,gpt-5.4-mini,0.2,,128,256,low,low,812,0,384,384,1196,false,0,,,resp_048960390abd358d0169c6be440c008197965a6907ee470cf8,incomplete,3961.03,"Response did not contain output_text. status=incomplete, incomplete_details={""reason"": ""max_output_tokens""}, output_types=['reasoning']"
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_only,4,gpt-5.4-mini,0.2,,128,256,low,low,2287,0,515,409,2802,true,2,8,false,resp_09601f04cd5c222e0169c6be45a1ac81979a3f9a5799eee0ef,completed,5690.97,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_only,5,gpt-4.1,0.2,0.2,128,128,low,default,535,0,7,0,542,false,0,7,false,resp_0918687ec3ac21da0169c6be42c814819098b387520a0cfdd2,completed,2747.56,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_only,5,gpt-4.1,0.2,0.2,128,128,low,default,696,0,12,0,708,true,0,7,false,resp_0dc8a1702797783c0169c6be43303c819e8b702a5f1ff56769,completed,1137.07,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_only,5,gpt-5.4-mini,0.2,,128,256,low,low,812,0,384,384,1196,false,0,,,resp_059764807049079f0169c6be450974819d95bc0c2d69115cf1,incomplete,3674.97,"Response did not contain output_text. status=incomplete, incomplete_details={""reason"": ""max_output_tokens""}, output_types=['reasoning']"
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_only,5,gpt-5.4-mini,0.2,,128,256,low,low,1150,0,384,384,1534,true,0,,,resp_049edde0d81f62070169c6be452fb0819297eee307090772c2,incomplete,3654.36,"Response did not contain output_text. status=incomplete, incomplete_details={""reason"": ""max_output_tokens""}, output_types=['reasoning']"
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_only,6,gpt-4.1,0.2,0.2,128,128,low,default,535,0,6,0,541,false,0,7,false,resp_08e292ab6773e6e80169c6be44378c81979249555b0927a17a,completed,1329.66,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_only,6,gpt-4.1,0.2,0.2,128,128,low,default,696,0,12,0,708,true,0,7,false,resp_0ba0968ad78e0dce0169c6be449fd4819e85fd3ff8bf21d675,completed,1511.75,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_only,6,gpt-5.4-mini,0.2,,128,256,low,low,812,0,384,384,1196,false,0,,,resp_0bafaf470dedda490169c6be46d9648195a14f260d3e7ecd8c,incomplete,3819.16,"Response did not contain output_text. status=incomplete, incomplete_details={""reason"": ""max_output_tokens""}, output_types=['reasoning']"
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_only,6,gpt-5.4-mini,0.2,,128,256,low,low,2341,0,501,461,2842,true,1,,,resp_0d149258739bb7320169c6be48acc081a2a12f60047fab22c1,incomplete,5683.62,"Response did not contain output_text. status=incomplete, incomplete_details={""reason"": ""max_output_tokens""}, output_types=['reasoning']"
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_only,7,gpt-4.1,0.2,0.2,128,128,low,default,535,0,6,0,541,false,0,7,false,resp_0da2d59f36f624940169c6be462544819c9d2a8ca41e372f1a,completed,1336.77,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_only,7,gpt-4.1,0.2,0.2,128,128,low,default,696,0,12,0,708,true,0,7,false,resp_03e1fa5465a4c2160169c6be46b57c8196bd310d1a092c6c69,completed,1333.01,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_only,7,gpt-5.4-mini,0.2,,128,256,low,low,812,0,384,384,1196,false,0,,,resp_0824bdcaaedba24e0169c6be48c9188190a5715c3933d74abd,incomplete,3656.91,"Response did not contain output_text. status=incomplete, incomplete_details={""reason"": ""max_output_tokens""}, output_types=['reasoning']"
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_only,7,gpt-5.4-mini,0.2,,128,256,low,low,1150,0,384,384,1534,true,0,,,resp_03e79de01669c0930169c6be48d5e48196a3c1f5ce39249023,incomplete,3755.13,"Response did not contain output_text. status=incomplete, incomplete_details={""reason"": ""max_output_tokens""}, output_types=['reasoning']"
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_only,8,gpt-4.1,0.2,0.2,128,128,low,default,535,0,7,0,542,false,0,7,false,resp_0fc4ae6f462cdbe70169c6be476294819fa8f27c270fd18edf,completed,1429.5,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_only,8,gpt-4.1,0.2,0.2,128,128,low,default,696,0,12,0,708,true,0,7,false,resp_0383ab92c5a1a5cf0169c6be4767cc819298ef7ea16370ffcd,completed,2439.74,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_only,8,gpt-5.4-mini,0.2,,128,256,low,low,812,0,384,384,1196,false,0,,,resp_0dde6f12061284e00169c6be4998f48193970cce68afba4042,incomplete,3959.06,"Response did not contain output_text. status=incomplete, incomplete_details={""reason"": ""max_output_tokens""}, output_types=['reasoning']"
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_only,8,gpt-5.4-mini,0.2,,128,256,low,low,1150,0,384,384,1534,true,0,,,resp_0314f4812ef57cee0169c6be49e6e88192a653c3e2dfdb37b2,incomplete,3951.0,"Response did not contain output_text. status=incomplete, incomplete_details={""reason"": ""max_output_tokens""}, output_types=['reasoning']"
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_only,9,gpt-4.1,0.2,0.2,128,128,low,default,535,0,6,0,541,false,0,7,false,resp_06cfb3964e77ddc70169c6be48d16c819eba828479182fb5db,completed,946.63,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_only,9,gpt-4.1,0.2,0.2,128,128,low,default,696,0,12,0,708,true,0,7,false,resp_0affba631168fffa0169c6be49531081a3bb0d6dbd482d567b,completed,996.91,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_only,9,gpt-5.4-mini,0.2,,128,256,low,low,812,0,384,384,1196,false,0,,,resp_07cadf662c8b59fc0169c6be4b74a8819594a5d11f663f4345,incomplete,16547.58,"Response did not contain output_text. status=incomplete, incomplete_details={""reason"": ""max_output_tokens""}, output_types=['reasoning']"
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_only,9,gpt-5.4-mini,0.2,,128,256,low,low,1150,0,384,384,1534,true,0,,,resp_04f2f082805939c50169c6be4b567081a3b60c2ea3434a71cc,incomplete,3894.13,"Response did not contain output_text. status=incomplete, incomplete_details={""reason"": ""max_output_tokens""}, output_types=['reasoning']"
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_only,10,gpt-4.1,0.2,0.2,128,128,low,default,535,0,6,0,541,false,0,7,false,resp_0bbd7589d11f63db0169c6be4a59f4819f86b0ccb46eb5b91f,completed,1141.21,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_only,10,gpt-4.1,0.2,0.2,128,128,low,default,696,0,12,0,708,true,0,7,false,resp_0d08f7f54387c9eb0169c6be4b0978819598b4142be9a11787,completed,1266.69,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_only,10,gpt-5.4-mini,0.2,,128,256,low,low,812,0,384,384,1196,false,0,,,resp_059ad8ed3fd3a4940169c6be4c7e80819ebbe694093ae8ebe0,incomplete,3658.43,"Response did not contain output_text. status=incomplete, incomplete_details={""reason"": ""max_output_tokens""}, output_types=['reasoning']"
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_only,10,gpt-5.4-mini,0.2,,128,256,low,low,2023,0,483,427,2506,true,1,8,false,resp_0921d202d202a35a0169c6be4dede08196b99c5538ae9e7959,completed,5380.03,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_only,11,gpt-4.1,0.2,0.2,128,128,low,default,535,0,6,0,541,false,0,7,false,resp_0b9ea07d23a04aa60169c6be4b874c819ea077f4cf3418f361,completed,1039.62,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_only,11,gpt-4.1,0.2,0.2,128,128,low,default,696,0,12,0,708,true,0,7,false,resp_07ced599be6fa4dc0169c6be4c08388194b20fde7c2287a8ae,completed,1569.28,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_only,11,gpt-5.4-mini,0.2,,128,256,low,low,812,0,384,384,1196,false,0,,,resp_05c8ed556d0407de0169c6be4da22c819289599ba0a993911d,incomplete,3768.13,"Response did not contain output_text. status=incomplete, incomplete_details={""reason"": ""max_output_tokens""}, output_types=['reasoning']"
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_only,11,gpt-5.4-mini,0.2,,128,256,low,low,2380,0,448,342,2828,true,2,8,false,resp_0e8282b97baedbe10169c6be4f72b8819ca394b3c78ec44a69,completed,5045.08,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_only,12,gpt-4.1,0.2,0.2,128,128,low,default,535,0,6,0,541,false,0,7,false,resp_0eb1f8fd9a8cc92a0169c6be4c8e5881a1a548e0281e03f8b9,completed,2149.25,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_only,12,gpt-4.1,0.2,0.2,128,128,low,default,696,0,12,0,708,true,0,7,false,resp_08729e69f9160c7d0169c6be4da0c481a0a00f862741d11ece,completed,1659.41,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_only,12,gpt-5.4-mini,0.2,,128,256,low,low,812,0,384,384,1196,false,0,,,resp_0f87035e793ad3a30169c6be4f4608819ead796d46af13c532,incomplete,3655.57,"Response did not contain output_text. status=incomplete, incomplete_details={""reason"": ""max_output_tokens""}, output_types=['reasoning']"
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_only,12,gpt-5.4-mini,0.2,,128,256,low,low,1150,0,384,384,1534,true,0,,,resp_057f80e42e8ed9eb0169c6be500708819d8411a1b7daa71521,incomplete,3788.31,"Response did not contain output_text. status=incomplete, incomplete_details={""reason"": ""max_output_tokens""}, output_types=['reasoning']"
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_only,13,gpt-4.1,0.2,0.2,128,128,low,default,535,0,7,0,542,false,0,7,false,resp_0f1e902c20664e210169c6be4eda0c819db9df66f1e507bdc2,completed,1042.29,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_only,13,gpt-4.1,0.2,0.2,128,128,low,default,696,0,12,0,708,true,0,7,false,resp_0125d8c078f48a090169c6be4f49bc819d83efbb70bd669c22,completed,1172.2,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_only,13,gpt-5.4-mini,0.2,,128,256,low,low,812,0,384,384,1196,false,0,,,resp_0b9046cff7fcf1470169c6be5127f48191824160c0f9d49c75,incomplete,4620.04,"Response did not contain output_text. status=incomplete, incomplete_details={""reason"": ""max_output_tokens""}, output_types=['reasoning']"
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_only,13,gpt-5.4-mini,0.2,,128,256,low,low,1150,0,384,384,1534,true,0,,,resp_0874cb91fc24598e0169c6be518fd88192b2beb8e6e678de78,incomplete,3787.59,"Response did not contain output_text. status=incomplete, incomplete_details={""reason"": ""max_output_tokens""}, output_types=['reasoning']"
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_only,14,gpt-4.1,0.2,0.2,128,128,low,default,535,0,6,0,541,false,0,7,false,resp_0c6396a22ad525540169c6be50887481918214890d320305de,completed,1175.92,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_only,14,gpt-4.1,0.2,0.2,128,128,low,default,696,0,12,0,708,true,0,7,false,resp_0ff460b63575250e0169c6be52460081979ac8800f6a3f7ed2,completed,2711.46,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_only,14,gpt-5.4-mini,0.2,,128,256,low,low,812,0,384,384,1196,false,0,,,resp_0b3e381982dca9cd0169c6be52da14819db25e7564f56a2c70,incomplete,3922.35,"Response did not contain output_text. status=incomplete, incomplete_details={""reason"": ""max_output_tokens""}, output_types=['reasoning']"
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_only,14,gpt-5.4-mini,0.2,,128,256,low,low,2321,0,503,463,2824,true,1,,,resp_04af946c23ac05bc0169c6be547e1081909f6d0b56ee03a012,incomplete,5391.65,"Response did not contain output_text. status=incomplete, incomplete_details={""reason"": ""max_output_tokens""}, output_types=['reasoning']"
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_only,15,gpt-4.1,0.2,0.2,128,128,low,default,535,0,6,0,541,false,0,7,false,resp_04faa2e535dfbac50169c6be51886c819da22853d937b2576a,completed,1043.62,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_only,15,gpt-4.1,0.2,0.2,128,128,low,default,696,0,12,0,708,true,0,7,false,resp_0f04a678bd3a58710169c6be5267f0819e89e2154030900432,completed,1258.97,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_only,15,gpt-5.4-mini,0.2,,128,256,low,low,812,0,384,384,1196,false,0,,,resp_02705db6b14c93de0169c6be53cc4c819580174636f7030603,incomplete,3393.93,"Response did not contain output_text. status=incomplete, incomplete_details={""reason"": ""max_output_tokens""}, output_types=['reasoning']"
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_only,15,gpt-5.4-mini,0.2,,128,256,low,low,2059,0,529,489,2588,true,1,,,resp_096a91ca89bccd6b0169c6be5661d081948f9583772c81ae0b,incomplete,5335.45,"Response did not contain output_text. status=incomplete, incomplete_details={""reason"": ""max_output_tokens""}, output_types=['reasoning']"
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_only,16,gpt-4.1,0.2,0.2,128,128,low,default,535,0,6,0,541,false,0,7,false,resp_03eba5fbd8bbfe7a0169c6be53aefc81a0b1fc8a2de80140e2,completed,1242.91,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_only,16,gpt-4.1,0.2,0.2,128,128,low,default,696,0,12,0,708,true,0,7,false,resp_0dd6e175246e02530169c6be53d68c819f8af1be82214110e1,completed,1112.97,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_only,16,gpt-5.4-mini,0.2,,128,256,low,low,812,0,384,384,1196,false,0,,,resp_01d8715911ae98a70169c6be56092881a09127cc44c24f5cb3,incomplete,3890.85,"Response did not contain output_text. status=incomplete, incomplete_details={""reason"": ""max_output_tokens""}, output_types=['reasoning']"
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_only,16,gpt-5.4-mini,0.2,,128,256,low,low,2023,0,495,455,2518,true,1,,,resp_02139e20a74f34c30169c6be57ae888192879e6d12193a513c,incomplete,5127.33,"Response did not contain output_text. status=incomplete, incomplete_details={""reason"": ""max_output_tokens""}, output_types=['reasoning']"
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_only,17,gpt-4.1,0.2,0.2,128,128,low,default,535,0,7,0,542,false,0,7,false,resp_0b4476e0a74c1a2d0169c6be5507b88190919586718fcfc6c3,completed,1005.86,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_only,17,gpt-4.1,0.2,0.2,128,128,low,default,696,0,12,0,708,true,0,7,false,resp_0dc457e3c72083240169c6be5554a081969b00db33504ed27e,completed,2035.94,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_only,17,gpt-5.4-mini,0.2,,128,256,low,low,812,0,384,384,1196,false,0,,,resp_0020bdc471f2dfbb0169c6be577e94819fb0f52ae195257fb3,incomplete,3816.63,"Response did not contain output_text. status=incomplete, incomplete_details={""reason"": ""max_output_tokens""}, output_types=['reasoning']"
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_only,17,gpt-5.4-mini,0.2,,128,256,low,low,1150,0,384,384,1534,true,0,,,resp_07b8f371547b8d530169c6be5770ec81928e60d6556e8f423c,incomplete,3625.44,"Response did not contain output_text. status=incomplete, incomplete_details={""reason"": ""max_output_tokens""}, output_types=['reasoning']"
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_only,18,gpt-4.1,0.2,0.2,128,128,low,default,535,0,6,0,541,false,0,7,false,resp_0241b986f1eccd570169c6be56f698819c99165bcdf6516fee,completed,2187.63,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_only,18,gpt-4.1,0.2,0.2,128,128,low,default,696,0,12,0,708,true,0,7,false,resp_0779aab86b923b260169c6be575cbc81a284f02235ea2b555c,completed,1089.03,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_only,18,gpt-5.4-mini,0.2,,128,256,low,low,812,0,384,384,1196,false,0,,,resp_00e00202757477ac0169c6be5b62a881938584f800533ce58b,incomplete,5324.13,"Response did not contain output_text. status=incomplete, incomplete_details={""reason"": ""max_output_tokens""}, output_types=['reasoning']"
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_only,18,gpt-5.4-mini,0.2,,128,256,low,low,1150,0,384,384,1534,true,0,,,resp_0f5d57d2dba8e78f0169c6be607344819cb4709015b252a32b,incomplete,10132.73,"Response did not contain output_text. status=incomplete, incomplete_details={""reason"": ""max_output_tokens""}, output_types=['reasoning']"
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_only,19,gpt-4.1,0.2,0.2,128,128,low,default,535,0,6,0,541,false,0,7,false,resp_03fd5a3bb5e0db560169c6be58ab588192b0e9205a3b726808,completed,1354.35,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_only,19,gpt-4.1,0.2,0.2,128,128,low,default,696,0,12,0,708,true,0,7,false,resp_07ff377c6b6991340169c6be58ffa881968ae884102c29b504,completed,1080.19,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_only,19,gpt-5.4-mini,0.2,,128,256,low,low,812,0,384,384,1196,false,0,,,resp_099832b81a2af9d30169c6be5adb3c819093ba1396c66ea5ef,incomplete,3534.48,"Response did not contain output_text. status=incomplete, incomplete_details={""reason"": ""max_output_tokens""}, output_types=['reasoning']"
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_only,19,gpt-5.4-mini,0.2,,128,256,low,low,2012,0,538,498,2550,true,1,,,resp_02c20822bacbf1a70169c6be5cd3308193b244db64a2a1e548,incomplete,5579.53,"Response did not contain output_text. status=incomplete, incomplete_details={""reason"": ""max_output_tokens""}, output_types=['reasoning']"
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_only,20,gpt-4.1,0.2,0.2,128,128,low,default,535,0,6,0,541,false,0,7,false,resp_029984ee20033a630169c6be5a06f4819fbce285c1fb4641e3,completed,1424.37,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_only,20,gpt-4.1,0.2,0.2,128,128,low,default,696,0,12,0,708,true,0,7,false,resp_0a9712a78a0c9f840169c6be5a105881a1937477e975db0628,completed,1143.68,
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_only,20,gpt-5.4-mini,0.2,,128,256,low,low,812,0,384,384,1196,false,0,,,resp_08c51975653417780169c6be5b65d48194827cc961d34d42e7,incomplete,3535.42,"Response did not contain output_text. status=incomplete, incomplete_details={""reason"": ""max_output_tokens""}, output_types=['reasoning']"
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_only,20,gpt-5.4-mini,0.2,,128,256,low,low,2086,0,500,460,2586,true,1,,,resp_0cd5d32bb37f4c720169c6be5d417481a2a375159607e07f0e,incomplete,5190.58,"Response did not contain output_text. status=incomplete, incomplete_details={""reason"": ""max_output_tokens""}, output_types=['reasoning']"
1,1,What is the number of the bin (if numbered from left to right starting with 1) for which the highest value is achieved in category C12?,integer,11,plot_spec_only,1,gpt-4.1,0.2,0.2,128,128,low,default,16680,0,6,0,16686,false,0,17,false,resp_0bc719bc0d6c0c5e0169c6be5b4ab481949743f19bb426542c,completed,1872.93,
